epoch,acc,auc,auc_val,loss,val_acc,val_loss
0,0.8107755825412344,0.8024091839436357,0.8161558828486459,1.0076847060553384,0.8145580566528559,0.41028553046014943
1,0.8527047591910735,0.8519041922908017,0.866092544567859,0.36152126103827364,0.850086656352263,0.33991956297611653
2,0.856615252282965,0.8710747313132082,0.8801955059722835,0.3488380438525755,0.8604852664615293,0.3255449841815843
3,0.8616119918941337,0.8799062390507852,0.8864260355672989,0.32225079104456467,0.870883879876426,0.3075689121796725
4,0.867260482151716,0.8894436490987755,0.8907863189313501,0.31444739170782,0.8691507775200922,0.30613445228472536
5,0.8713882248375225,0.8939030016504084,0.8897424605698814,0.3041902425080415,0.8778162887852567,0.2989664836504224
6,0.8722572249742583,0.9007503729669142,0.8954293139349655,0.3031827046991353,0.8838821466708721,0.2968508796427444
7,0.8737779722870522,0.906408292945099,0.8996754252907309,0.291282515538249,0.8804159455737374,0.2857447777401843
8,0.8752987195998463,0.9039695411674616,0.8947877759836462,0.2894956688116406,0.8847486977973885,0.2905647396731418
9,0.878340212697442,0.9104051031069215,0.8990012667656159,0.2867506529853418,0.8838821500798032,0.28470672633453714
10,0.8785574623172552,0.9137277190913083,0.9006975366030021,0.2827351273090301,0.8812824967002538,0.2828571576386225
11,0.8800782112616341,0.9178973385778585,0.9038073646382107,0.2789047182823507,0.8830155989532867,0.279342946394684
12,0.8807299585153868,0.9172889387763514,0.9032038840229867,0.275623354631068,0.8873483511769379,0.2773418202867128
13,0.8826852050807562,0.9197106474325132,0.9041661909499654,0.27529646792594126,0.8864818000504214,0.2750633021161296
14,0.8868129495276386,0.923887004897321,0.907498926239446,0.2669091657137524,0.8916811067062193,0.2715127981514823
15,0.8918096907833414,0.9246020232959654,0.9058298402135561,0.2608241257772688,0.8864818033560516,0.2743289425220192
16,0.8826852067770866,0.928667798647014,0.9087221977567919,0.2663960477825664,0.892547661241667,0.27098998592672563
17,0.8920269403643073,0.9293423891761117,0.9093474254212132,0.2591623821104192,0.8916811101151504,0.26785673596210247
18,0.8883336952476949,0.9307494375769914,0.9086841404206967,0.2618648530334694,0.892547661241667,0.2682389032799408
19,0.8920269387715696,0.9339154946548015,0.9104945822663687,0.2516220014185432,0.8916811101151504,0.2664832673721545
20,0.8935476877418467,0.9362361336370973,0.913724019072162,0.25374214708572,0.8934142123681834,0.26252614284512077
21,0.8944166846542598,0.9365599529451306,0.9134086868588018,0.24906859806690843,0.8968804168742492,0.2618018550414147
22,0.8978926785583214,0.9394386550678316,0.9145340966547602,0.24620541755062275,0.8986135191272822,0.2596569752879118
23,0.8950684350934879,0.9391620016076023,0.9120875536200681,0.24421018923064458,0.8916811101151504,0.2631324186688693
24,0.8937649374005071,0.94202048979553,0.9138055705066519,0.24313065345238635,0.8986135191272822,0.2616910394700809
25,0.8957201823472407,0.9432777172680907,0.914186143867604,0.24172919414987673,0.8986135158216519,0.26047534008786416
26,0.8974581792410006,0.9433332065008015,0.9146645789499437,0.2383956437250233,0.8942807635980008,0.25858045362930365
27,0.8996306770707171,0.9464667627423096,0.9138055705066519,0.23330214315656733,0.8942807601890697,0.26073828380897096
28,0.9018031716761111,0.9487616388665612,0.9161868723937521,0.23366151778899455,0.8951473113155861,0.2565708454291577
29,0.8959374335856897,0.9492669872358911,0.9126366666122991,0.23735998043567494,0.8925476579360367,0.2611249529819555
30,0.8983271794165836,0.9489415825212087,0.9107990409551303,0.2297842080324286,0.8899480045564873,0.2638775032769043
31,0.9028894197622279,0.9522384356475514,0.9149690376387055,0.22563319111838953,0.8890814534299708,0.2610715490280032
32,0.90441016710092,0.9544512669777235,0.9158715401803917,0.2264801276823036,0.8908145556830037,0.2578824246673485
33,0.9018031732558996,0.9558087714208257,0.9169425823533569,0.22723369155659406,0.8951473113155861,0.25616349793802723
34,0.9065826649435856,0.9569288612182582,0.9196935840768106,0.21795737483748504,0.8977469646951355,0.25282003256642427
35,0.908103412308176,0.9575824451092583,0.919372815101151,0.21794763067585474,0.896880413568619,0.25251423424203434
36,0.9098414076609946,0.9596276196863114,0.9190846666992872,0.21845797165279773,0.8942807601890697,0.2532005407677986
37,0.9046274167466314,0.9594944455278057,0.9167359853859829,0.2177944581275035,0.8934142090625532,0.2586737752890463
