epoch,acc,auc,auc_val,loss,val_acc,val_loss
0,0.7966949341737283,0.8389073305465204,0.7880698385354523,0.6363754912183761,0.8670120868246378,0.33207059606575184
1,0.8343118061628464,0.8727783294583554,0.8135638692186585,0.4410739712389585,0.867875646124232,0.3129694281155581
2,0.8419221571720951,0.882436910205562,0.822141893943138,0.39697513635533355,0.8756476675702294,0.2982634239040302
3,0.8482278770507743,0.8883504635107895,0.8304657549720772,0.3936408639446656,0.8756476661290118,0.3048893479897362
4,0.8569254185951749,0.8959390032882805,0.8396438884221377,0.35287688113627524,0.881692572578865,0.28658892577176265
5,0.8564905416034931,0.8986298707283571,0.8463509859433356,0.3518986501468734,0.8799654561415031,0.2880752357382437
6,0.8584474886103955,0.9032950815529245,0.8483701753023489,0.3433980128380961,0.8825561289960239,0.28633979673212673
7,0.8695368564862431,0.9070321187110891,0.8518013851921407,0.32057352324858207,0.8868739175672976,0.27760122837386186
8,0.8691019798056098,0.9093602644300809,0.8531216243884185,0.32184783067488626,0.8886010340046594,0.27538446961083357
9,0.8719286804848273,0.9124298341588721,0.8518649261160257,0.311097230677191,0.8886010340046594,0.27991919561783063
10,0.8695368572638641,0.9115189418039755,0.8532204658255731,0.3093197255335209,0.8886010340046594,0.27511747570029604
11,0.8693194164222,0.9152268051351882,0.8540606180413863,0.3098869463831841,0.8868739190085152,0.2784570871960108
12,0.871276365230591,0.9160473887009212,0.8553243764164331,0.29835127690974256,0.8877374775875005,0.275568151824009
13,0.8706240501318788,0.9170731181580872,0.8568564186923278,0.31138444627904716,0.8868739237439447,0.2892823609972247
14,0.8801913455689205,0.9193635423046507,0.8561574685295924,0.2908312181307715,0.8851468032917622,0.27274419174293163
15,0.8799739080191851,0.9217505931392078,0.8579083739877578,0.2872819509304563,0.8860103611501388,0.2726772711684667
16,0.8817134148065202,0.9192858693131477,0.8632034509781772,0.289148086457181,0.8894645911424272,0.2773940177161459
17,0.8843226775342315,0.9235946763154609,0.862617462457904,0.2864954257807179,0.8877374768668918,0.27069171568272643
18,0.8793215904968877,0.9250191766811557,0.8622362169145938,0.2823323674968181,0.892918823296542,0.2735850477465694
19,0.8806262216274571,0.9243940763380565,0.8650884983867665,0.28438667365586556,0.8955095023277099,0.2760466270290302
20,0.8825831718355657,0.9266937915123118,0.8649967170522659,0.27984046879657637,0.8911917130358272,0.2689083871240237
21,0.8856273094424219,0.9268067704090431,0.8646648922275328,0.2751226370219019,0.8929188287525803,0.27117843624841365
22,0.8819308535356474,0.9290081865103197,0.8633234727232934,0.2795556797478919,0.8963730601860863,0.27362853726163017
23,0.8875842569158968,0.9303213803642676,0.8641495047337988,0.2668632408358994,0.8937823804343097,0.27232351580020264
24,0.8856273102200428,0.9320740398280343,0.8617278895235135,0.27356044935788715,0.8860103604295299,0.2677791619444964
25,0.8895412060353362,0.9328518846663852,0.8637258985745652,0.26911090685378264,0.8894645911424272,0.26807587911633834
26,0.8901935193325597,0.9328228966599871,0.8656250661884625,0.2624353818801155,0.8937823866109568,0.26947966655507194
27,0.8880191346851996,0.934205773221623,0.8660345521423881,0.26047422674187476,0.8963730594654775,0.2712921935659616
28,0.8912807136002923,0.9349457106669916,0.8659498309105413,0.26127654329269545,0.8937823866109568,0.2723021529396169
29,0.894107413657413,0.9361520577024849,0.8645095699691473,0.2549282787843589,0.8937823804343097,0.2669746627667613
30,0.8958469240477251,0.9378170098648415,0.8655968257778468,0.26102390055890756,0.8946459437487245,0.2662776985007864
31,0.8938899776629194,0.9384246430758801,0.8643754280187235,0.2524013103130305,0.8946459430281156,0.2657070877947338
