epoch,acc,auc,auc_val,loss,val_acc,val_loss
0,0.8144463667820069,0.85231455312722,0.8090020296353289,0.7283287238084734,0.792586055826741,0.5586026856463668
1,0.858780276816609,0.8754324426678521,0.8382725548200523,0.35134700280984793,0.7484554305396455,0.6319787347884906
2,0.8561851211072664,0.9086653255725881,0.855550986296645,0.36847876368096955,0.869373346574519,0.33566591572361715
3,0.8760813148788927,0.916379813187024,0.8597031160871814,0.3120962141088136,0.8817299220378906,0.29826328534524416
4,0.884515570934256,0.9225568940170881,0.866475199978775,0.282693646719299,0.8790820824395,0.3043027964189636
5,0.8890570934256056,0.9195471419389754,0.8606184418237534,0.2762694818750797,0.8561341585780494,0.3829604408852526
6,0.8929498269896193,0.9211815768423216,0.8595372962073677,0.25762571234604065,0.8702559567402657,0.34829545962736863
7,0.8938148788927336,0.9362750905125681,0.8700370109971745,0.2585872518975017,0.8808473108725956,0.29995004302720946
8,0.8927335640138409,0.9406406037104607,0.8743217966915617,0.25386344025291785,0.8843777586376362,0.2916308799783213
9,0.902681660899654,0.9258889449245081,0.8625883819959408,0.24211017606992621,0.8596646097099897,0.394428120523244
10,0.8990051903114187,0.9440395964984132,0.8743217966915617,0.2529350900732522,0.8887908189357747,0.2958864419731753
11,0.9054930795847751,0.9493494415053951,0.8839260841303742,0.2295288192462756,0.8958517215679098,0.2853200212581328
12,0.9052768166089965,0.9490978453364262,0.8832827029966969,0.2313246490839856,0.8870255948691271,0.3017965666982629
13,0.9115484429065744,0.9554467938035888,0.8833224997678522,0.23105329739181227,0.889673433836224,0.2814520721612309
14,0.9080882352941176,0.9563655523100025,0.8835214836236287,0.2254331263755432,0.8861429860711835,0.28379975197489876
15,0.9085207612456747,0.955004150020515,0.8865991005929719,0.216517937224629,0.8887908233022227,0.3179378278573214
16,0.9128460207612457,0.9601458881702039,0.887056763461258,0.21587226779609403,0.8940864941343626,0.29140511341886194
17,0.9145761245674741,0.9610146283052083,0.8835811787803617,0.2157644160272341,0.8852603701711859,0.3018340572570134
18,0.9184688581314879,0.9600259192944175,0.8911624636854463,0.21476180670995612,0.883495143737187,0.31555255166430024
19,0.916955017301038,0.9652579161594315,0.8937492538105409,0.20798116530514094,0.8984995577994007,0.29164097862546673
20,0.9223615916955017,0.9657863057220641,0.8916267593489248,0.19677469881966864,0.8914386575346169,0.31159188562226525
21,0.9227941176470589,0.9697595695862729,0.8875144263295438,0.19409251182137063,0.8896734314688727,0.294257894513466
22,0.9206314878892734,0.9645700695330579,0.8958783810673494,0.20182852926551265,0.8578993822764425,0.3935319419887775
23,0.9206314878892734,0.9708494435738239,0.888721595054588,0.20151206005403327,0.8914386612697712,0.2934716240242321
24,0.923226643598616,0.9693387383260695,0.8941671199076716,0.1914699131229757,0.892321270067715,0.2953451942366409
25,0.9223615916955017,0.968788160162586,0.894425798920181,0.19184808479460877,0.892321268699912,0.3290478733400276
26,0.9253892733564014,0.9766914389232436,0.8924359603624159,0.18645551310897285,0.8976169442667544,0.27933940236166527
27,0.9234429065743944,0.9633726372430775,0.8917726808431611,0.19108282014160421,0.8702559553724627,0.40357394712432126
28,0.9201989619377162,0.9756079582613615,0.8916466577345026,0.20920608788213102,0.8879082064026768,0.29417613887828953
29,0.9275519031141869,0.9731536733604785,0.8956793972115729,0.18581859403286632,0.8852603731698309,0.3209713982304744
30,0.9275519031141869,0.9778253140345158,0.8946977435230755,0.17195449447239972,0.8949691066674605,0.28881064238847093
31,0.928416955017301,0.9785620507983571,0.8943130414019076,0.1772468348378541,0.8949691100343602,0.2984204217594278
32,0.9336072664359861,0.9782100418085892,0.8856837748564,0.163599393565762,0.8861429827042838,0.33127121381389285
33,0.926038062283737,0.9811505955382861,0.8927874985076212,0.19338005590397594,0.8914386612697712,0.2925423865600276
34,0.9336072664359861,0.983887691080521,0.8939548704615099,0.1706848958165588,0.8984995591672037,0.2818535719944751
35,0.9282006920415224,0.9805334515722504,0.8948834617884669,0.17292249192416048,0.8984995577994007,0.29703829294795603
36,0.9396626297577855,0.9843619254139583,0.9008728758473395,0.15895008721153628,0.9011473977660459,0.2746322516940488
37,0.9310121107266436,0.9852750427506645,0.9053500126023108,0.15727854507192196,0.900264785232948,0.27480149847789875
38,0.9390138408304498,0.9856556336669521,0.895825318705809,0.14897273223086624,0.9082082970312814,0.2944538734281158
39,0.9314446366782007,0.9844758770420563,0.9009392037992651,0.16339328488057872,0.8914386565350687,0.30106552301627393
40,0.9400951557093425,0.9876405732481442,0.9015427881617871,0.15283297595268303,0.9002647818660483,0.2776138977150105
41,0.941825259515571,0.9869707783648354,0.9098470477428596,0.14684084913722373,0.8896734358353207,0.32844501581217267
42,0.9372837370242214,0.9862629996054942,0.9021530053195017,0.14548496247162868,0.9020300092995955,0.28718711892167553
43,0.942257785467128,0.9882750168012837,0.9034662987676266,0.14698434151889544,0.9029126218326936,0.28488557078832033
44,0.9437716262975778,0.9893765492062312,0.9086465118130083,0.14573440079458033,0.9029126194653423,0.2692396413511864
45,0.9377162629757786,0.9894231828758158,0.9087858005120518,0.148623097146568,0.9011473953986946,0.2918083925533379
46,0.9435553633217993,0.9909767610133496,0.9048525529628695,0.1373842931948731,0.899382174067653,0.27902799529094985
47,0.9452854671280276,0.9915412540621124,0.8988963028799597,0.1329946690158448,0.8940864955021656,0.33422335574612194
48,0.9409602076124568,0.9919639657122183,0.9043351949378508,0.1424184353783675,0.9029126218326936,0.27995546650065856
49,0.9474480968858131,0.991726284428529,0.9046933658782486,0.13027157399893632,0.8949691066674605,0.3009012456710425
50,0.951773356401384,0.9922441438077068,0.9044413196609314,0.12372347372213449,0.89938217269985,0.29985041415281033
51,0.9493944636678201,0.9935905029779736,0.9045938739503602,0.12400171227727382,0.9011473967664976,0.294747555613623
